;IDIndikator;Indikator;mes;god;idter;nter;vrednost;CreateDate;LastUpdate;IDLegenda;nIzvorI
0;IND00M01;Градоначелник/председник општине;6;2021;70017;Александровац;МИРКО МИХАЈЛОВИЋ;6/1/2021 9:41:50 AM;6/1/2021 9:41:50 AM;A;Републички завод за статистику (РЗС)
1;IND01G01;Површина (у км²);0;2020;70017;Александровац;387;1/27/2021 10:15:39 AM;1/27/2021 10:22:18 AM;A;Републички геодетски завод (РГЗ)
2;IND01G02;Број становника - процена (последњи расположив податак за годину);0;2019;70017;Александровац;23898;7/1/2020 1:01:17 PM;7/1/2020 1:01:17 PM;A;Републички завод за статистику (РЗС)
3;IND01G03;Густина насељености (број становника / км2);0;2019;70017;Александровац;62;7/1/2020 1:01:17 PM;7/1/2020 1:01:17 PM;A;Републички завод за статистику (РЗС)
4;IND01G04;Број насеља;0;2020;70017;Александровац;55;1/27/2021 10:15:39 AM;1/27/2021 10:22:18 AM;A;Републички завод за статистику (РЗС)
5;IND01G05;Број живорођених;0;2019;70017;Александровац;172;7/13/2020 2:47:40 PM;7/13/2020 2:47:40 PM;A;Републички завод за статистику (РЗС)
6;IND01G07;Степен развијености ЈЛС према Закону о регионалном развоју;0;2014;70017;Александровац;II група;2/10/2017 8:48:45 AM;2/10/2017 8:48:45 AM;A;Министарство привреде
7;IND01G08;Степен развијености е-управе;0;2015;70017;Александровац;0.309491409041355;6/15/2017 1:26:49 PM;6/15/2017 1:26:49 PM;A;Канцеларија за информационе технологије и електронску управу (ИТЕ)
8;IND01G10;Укупна дужина водоводне мреже;0;2017;70017;Александровац;199;4/4/2019 11:17:56 AM;4/4/2019 11:17:56 AM;A;Републички завод за статистику (РЗС)
9;IND01G1001;Број становника према Попису 2011;0;2011;70017;Александровац;26522;2/10/2017 9:32:24 AM;2/10/2017 9:32:24 AM;A;Републички завод за статистику (РЗС)
10;IND01G1002;Број домаћинстава према Попису 2011;0;2011;70017;Александровац;8146;2/10/2017 9:20:42 AM;4/12/2017 1:01:02 PM;A;Републички завод за статистику (РЗС)
11;IND01G11;Укупна дужина канализационе мреже;0;2017;70017;Александровац;51;4/4/2019 12:04:39 PM;4/4/2019 2:34:50 PM;A;Републички завод за статистику (РЗС)
12;IND02G01;Број великих предузећа ;0;2017;70017;Александровац;0;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
13;IND02G02;Број средњих предузећа ;0;2017;70017;Александровац;1;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
14;IND02G03;Број малих предузећа ;0;2017;70017;Александровац;25;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
15;IND02G04;Број микро предузећа;0;2017;70017;Александровац;178;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
16;IND02G05;Број без ознаке за величину;0;2017;70017;Александровац;20;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
17;IND02M01;Број активних привредних друштава;5;2021;70017;Александровац;189;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
18;IND02M02;Број активних привредних друштава по NACE Rev.2  (сектор A);5;2021;70017;Александровац;4;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
19;IND02M03;Број активних привредних друштава по NACE Rev.2  (сектор B);5;2021;70017;Александровац;1;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
20;IND02M04;Број активних привредних друштава по NACE Rev.2  (сектор C);5;2021;70017;Александровац;84;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
21;IND02M05;Број активних привредних друштава по NACE Rev.2  (сектор D);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
22;IND02M06;Број активних привредних друштава по NACE Rev.2  (сектор E);5;2021;70017;Александровац;1;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
23;IND02M07;Број активних привредних друштава по NACE Rev.2  (сектор F);5;2021;70017;Александровац;10;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
24;IND02M08;Број активних привредних друштава по NACE Rev.2  (сектор G);5;2021;70017;Александровац;40;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
25;IND02M09;Број активних привредних друштава по NACE Rev.2  (сектор H);5;2021;70017;Александровац;14;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
26;IND02M10;Број активних привредних друштава по NACE Rev.2  (сектор I);5;2021;70017;Александровац;10;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
27;IND02M11;Број активних привредних друштава по NACE Rev.2  (сектор J);5;2021;70017;Александровац;4;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
28;IND02M12;Број активних привредних друштава по NACE Rev.2  (сектор K);5;2021;70017;Александровац;1;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
29;IND02M13;Број активних привредних друштава по NACE Rev.2  (сектор L);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
30;IND02M14;Број активних привредних друштава по NACE Rev.2  (сектор M);5;2021;70017;Александровац;11;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
31;IND02M15;Број активних привредних друштава по NACE Rev.2  (сектор N);5;2021;70017;Александровац;2;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
32;IND02M16;Број активних привредних друштава по NACE Rev.2  (сектор O);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
33;IND02M17;Број активних привредних друштава по NACE Rev.2  (сектор P);5;2021;70017;Александровац;7;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
34;IND02M18;Број активних привредних друштава по NACE Rev.2  (сектор Q);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
35;IND02M19;Број активних привредних друштава по NACE Rev.2  (сектор R);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
36;IND02M20;Број активних привредних друштава по NACE Rev.2  (сектор S);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
37;IND02M21;Број активних привредних друштава по NACE Rev.2  (сектор T);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
38;IND02M22;Број активних привредних друштава по NACE Rev.2  (сектор U);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
39;IND02M23;Број основаних привредних друштава ;5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
40;IND02M24;Број брисаних привредних друштава ;5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
41;IND02M25;Број активних привредних друштава у ликвидацији;5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
42;IND02M26;Број активних привредних друштава у стечају;5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
43;IND02M27;Број активних предузетника;5;2021;70017;Александровац;1036;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
44;IND02M28;Број активних предузетника по NACE Rev.2  (сектор A);5;2021;70017;Александровац;25;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
45;IND02M29;Број активних предузетника по NACE Rev.2  (сектор B);5;2021;70017;Александровац;1;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
46;IND02M30;Број активних предузетника по NACE Rev.2  (сектор C);5;2021;70017;Александровац;326;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
47;IND02M31;Број активних предузетника по NACE Rev.2  (сектор D);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
48;IND02M32;Број активних предузетника по NACE Rev.2  (сектор E);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
49;IND02M33;Број активних предузетника по NACE Rev.2  (сектор F);5;2021;70017;Александровац;129;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
50;IND02M34;Број активних предузетника по NACE Rev.2  (сектор G);5;2021;70017;Александровац;225;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
51;IND02M35;Број активних предузетника по NACE Rev.2  (сектор H);5;2021;70017;Александровац;46;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
52;IND02M36;Број активних предузетника по NACE Rev.2  (сектор I);5;2021;70017;Александровац;75;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
53;IND02M37;Број активних предузетника по NACE Rev.2  (сектор J);5;2021;70017;Александровац;31;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
54;IND02M38;Број активних предузетника по NACE Rev.2  (сектор K);5;2021;70017;Александровац;3;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
55;IND02M39;Број активних предузетника по NACE Rev.2  (сектор L);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
56;IND02M40;Број активних предузетника по NACE Rev.2  (сектор M);5;2021;70017;Александровац;62;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
57;IND02M41;Број активних предузетника по NACE Rev.2  (сектор N);5;2021;70017;Александровац;18;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
58;IND02M42;Број активних предузетника по NACE Rev.2  (сектор O);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
59;IND02M43;Број активних предузетника по NACE Rev.2  (сектор P);5;2021;70017;Александровац;8;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
60;IND02M44;Број активних предузетника по NACE Rev.2  (сектор Q);5;2021;70017;Александровац;9;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
61;IND02M45;Број активних предузетника по NACE Rev.2  (сектор R);5;2021;70017;Александровац;6;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
62;IND02M46;Број активних предузетника по NACE Rev.2  (сектор S);5;2021;70017;Александровац;72;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
63;IND02M47;Број активних предузетника по NACE Rev.2  (сектор T);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
64;IND02M48;Број активних предузетника по NACE Rev.2  (сектор U);5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
65;IND02M49;Број основаних предузетника;5;2021;70017;Александровац;7;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
66;IND02M50;Број брисаних предузетника;5;2021;70017;Александровац;11;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
67;IND02M51;Број активних предузетника у ликвидацији;5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
68;IND02M52;Број активних предузетника у стечају;5;2021;70017;Александровац;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
69;IND02M53;Број извозника ;3;2021;70017;Александровац;34;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
70;IND02M54;Вредност извоза у РСД;3;2021;70017;Александровац;246607933.69;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
71;IND02M55;Вредност извоза у УСД;3;2021;70017;Александровац;2097397.77917285;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
72;IND02M56;Вредност извоза у ЕУР;3;2021;70017;Александровац;2512869.88565013;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
73;IND03M03;Број регистрованих незапослених ;5;2021;70017;Александровац;2413;6/14/2021 9:02:19 AM;6/14/2021 9:02:19 AM;A;Национална служба за запошљавање (НСЗ)
74;IND03M08;Просечна нето зарада за месец, према општини пребивалишта запослених;4;2021;70017;Александровац;49063;6/16/2021 1:24:59 PM;6/25/2021 12:00:38 PM;A;Републички завод за статистику (РЗС)
75;IND03M09;Просечна нето зарада за период јануар-текући месец, према општини пребивалишта запослених;4;2021;70017;Александровац;48231;6/16/2021 1:24:58 PM;6/25/2021 12:00:48 PM;A;Републички завод за статистику (РЗС)
76;IND00M01;Градоначелник/председник општине;6;2021;70025;Алексинац;ДАЛИБОР РАДИЧЕВИЋ;6/1/2021 9:41:50 AM;6/1/2021 9:41:50 AM;A;Републички завод за статистику (РЗС)
77;IND01G01;Површина (у км²);0;2020;70025;Алексинац;707;1/27/2021 10:15:40 AM;1/27/2021 10:22:18 AM;A;Републички геодетски завод (РГЗ)
78;IND01G02;Број становника - процена (последњи расположив податак за годину);0;2019;70025;Алексинац;47096;7/1/2020 1:01:17 PM;7/1/2020 1:01:17 PM;A;Републички завод за статистику (РЗС)
79;IND01G03;Густина насељености (број становника / км2);0;2019;70025;Алексинац;67;7/1/2020 1:01:17 PM;7/1/2020 1:01:17 PM;A;Републички завод за статистику (РЗС)
80;IND01G04;Број насеља;0;2020;70025;Алексинац;72;1/27/2021 10:15:40 AM;1/27/2021 10:22:18 AM;A;Републички завод за статистику (РЗС)
81;IND01G05;Број живорођених;0;2019;70025;Алексинац;399;7/13/2020 2:47:40 PM;7/13/2020 2:47:40 PM;A;Републички завод за статистику (РЗС)
82;IND01G07;Степен развијености ЈЛС према Закону о регионалном развоју;0;2014;70025;Алексинац;IV група;2/10/2017 8:48:45 AM;2/10/2017 8:48:45 AM;A;Министарство привреде
83;IND01G08;Степен развијености е-управе;0;2015;70025;Алексинац;0.313142788382875;6/15/2017 1:26:49 PM;6/15/2017 1:26:49 PM;A;Канцеларија за информационе технологије и електронску управу (ИТЕ)
84;IND01G10;Укупна дужина водоводне мреже;0;2017;70025;Алексинац;205;4/4/2019 11:17:56 AM;4/4/2019 11:17:56 AM;A;Републички завод за статистику (РЗС)
85;IND01G1001;Број становника према Попису 2011;0;2011;70025;Алексинац;51863;2/10/2017 9:32:24 AM;2/10/2017 9:32:24 AM;A;Републички завод за статистику (РЗС)
86;IND01G1002;Број домаћинстава према Попису 2011;0;2011;70025;Алексинац;17016;2/10/2017 9:20:42 AM;4/12/2017 1:01:02 PM;A;Републички завод за статистику (РЗС)
87;IND01G11;Укупна дужина канализационе мреже;0;2017;70025;Алексинац;43;4/4/2019 12:04:39 PM;4/4/2019 2:34:50 PM;A;Републички завод за статистику (РЗС)
88;IND02G01;Број великих предузећа ;0;2017;70025;Алексинац;0;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
89;IND02G02;Број средњих предузећа ;0;2017;70025;Алексинац;3;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
90;IND02G03;Број малих предузећа ;0;2017;70025;Алексинац;17;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
91;IND02G04;Број микро предузећа;0;2017;70025;Алексинац;179;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
92;IND02G05;Број без ознаке за величину;0;2017;70025;Алексинац;30;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
93;IND02M01;Број активних привредних друштава;5;2021;70025;Алексинац;186;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
94;IND02M02;Број активних привредних друштава по NACE Rev.2  (сектор A);5;2021;70025;Алексинац;11;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
95;IND02M03;Број активних привредних друштава по NACE Rev.2  (сектор B);5;2021;70025;Алексинац;0;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
96;IND02M04;Број активних привредних друштава по NACE Rev.2  (сектор C);5;2021;70025;Алексинац;66;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
97;IND02M05;Број активних привредних друштава по NACE Rev.2  (сектор D);5;2021;70025;Алексинац;2;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
98;IND02M06;Број активних привредних друштава по NACE Rev.2  (сектор E);5;2021;70025;Алексинац;9;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
99;IND02M07;Број активних привредних друштава по NACE Rev.2  (сектор F);5;2021;70025;Алексинац;12;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
100;IND02M08;Број активних привредних друштава по NACE Rev.2  (сектор G);5;2021;70025;Алексинац;41;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
101;IND02M09;Број активних привредних друштава по NACE Rev.2  (сектор H);5;2021;70025;Алексинац;13;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
102;IND02M10;Број активних привредних друштава по NACE Rev.2  (сектор I);5;2021;70025;Алексинац;2;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
103;IND02M11;Број активних привредних друштава по NACE Rev.2  (сектор J);5;2021;70025;Алексинац;7;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
104;IND02M12;Број активних привредних друштава по NACE Rev.2  (сектор K);5;2021;70025;Алексинац;0;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
105;IND02M13;Број активних привредних друштава по NACE Rev.2  (сектор L);5;2021;70025;Алексинац;1;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
106;IND02M14;Број активних привредних друштава по NACE Rev.2  (сектор M);5;2021;70025;Алексинац;13;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
107;IND02M15;Број активних привредних друштава по NACE Rev.2  (сектор N);5;2021;70025;Алексинац;4;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
108;IND02M16;Број активних привредних друштава по NACE Rev.2  (сектор O);5;2021;70025;Алексинац;0;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
109;IND02M17;Број активних привредних друштава по NACE Rev.2  (сектор P);5;2021;70025;Алексинац;3;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
110;IND02M18;Број активних привредних друштава по NACE Rev.2  (сектор Q);5;2021;70025;Алексинац;0;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
111;IND02M19;Број активних привредних друштава по NACE Rev.2  (сектор R);5;2021;70025;Алексинац;1;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
112;IND02M20;Број активних привредних друштава по NACE Rev.2  (сектор S);5;2021;70025;Алексинац;1;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
113;IND02M21;Број активних привредних друштава по NACE Rev.2  (сектор T);5;2021;70025;Алексинац;0;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
114;IND02M22;Број активних привредних друштава по NACE Rev.2  (сектор U);5;2021;70025;Алексинац;0;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
115;IND02M23;Број основаних привредних друштава ;5;2021;70025;Алексинац;1;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
116;IND02M24;Број брисаних привредних друштава ;5;2021;70025;Алексинац;1;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
117;IND02M25;Број активних привредних друштава у ликвидацији;5;2021;70025;Алексинац;0;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
118;IND02M26;Број активних привредних друштава у стечају;5;2021;70025;Алексинац;0;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
119;IND02M27;Број активних предузетника;5;2021;70025;Алексинац;1321;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
120;IND02M28;Број активних предузетника по NACE Rev.2  (сектор A);5;2021;70025;Алексинац;23;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
121;IND02M29;Број активних предузетника по NACE Rev.2  (сектор B);5;2021;70025;Алексинац;4;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
122;IND02M30;Број активних предузетника по NACE Rev.2  (сектор C);5;2021;70025;Алексинац;228;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
123;IND02M31;Број активних предузетника по NACE Rev.2  (сектор D);5;2021;70025;Алексинац;1;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
124;IND02M32;Број активних предузетника по NACE Rev.2  (сектор E);5;2021;70025;Алексинац;9;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
125;IND02M33;Број активних предузетника по NACE Rev.2  (сектор F);5;2021;70025;Алексинац;134;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
126;IND02M34;Број активних предузетника по NACE Rev.2  (сектор G);5;2021;70025;Алексинац;350;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
127;IND02M35;Број активних предузетника по NACE Rev.2  (сектор H);5;2021;70025;Алексинац;156;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
128;IND02M36;Број активних предузетника по NACE Rev.2  (сектор I);5;2021;70025;Алексинац;100;6/8/2021 3:37:47 PM;6/8/2021 3:37:47 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
