;IDIndikator;Indikator;mes;god;idter;nter;vrednost;CreateDate;LastUpdate;IDLegenda;nIzvorI
5963;IND02M39;Број активних предузетника по NACE Rev.2  (сектор L);5;2021;70874;Нови Пазар;2;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5964;IND02M40;Број активних предузетника по NACE Rev.2  (сектор M);5;2021;70874;Нови Пазар;194;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5965;IND02M41;Број активних предузетника по NACE Rev.2  (сектор N);5;2021;70874;Нови Пазар;79;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5966;IND02M42;Број активних предузетника по NACE Rev.2  (сектор O);5;2021;70874;Нови Пазар;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5967;IND02M43;Број активних предузетника по NACE Rev.2  (сектор P);5;2021;70874;Нови Пазар;12;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5968;IND02M44;Број активних предузетника по NACE Rev.2  (сектор Q);5;2021;70874;Нови Пазар;58;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5969;IND02M45;Број активних предузетника по NACE Rev.2  (сектор R);5;2021;70874;Нови Пазар;28;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5970;IND02M46;Број активних предузетника по NACE Rev.2  (сектор S);5;2021;70874;Нови Пазар;280;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5971;IND02M47;Број активних предузетника по NACE Rev.2  (сектор T);5;2021;70874;Нови Пазар;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5972;IND02M48;Број активних предузетника по NACE Rev.2  (сектор U);5;2021;70874;Нови Пазар;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5973;IND02M49;Број основаних предузетника;5;2021;70874;Нови Пазар;44;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5974;IND02M50;Број брисаних предузетника;5;2021;70874;Нови Пазар;29;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5975;IND02M51;Број активних предузетника у ликвидацији;5;2021;70874;Нови Пазар;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5976;IND02M52;Број активних предузетника у стечају;5;2021;70874;Нови Пазар;0;6/8/2021 3:37:45 PM;6/8/2021 3:37:45 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5977;IND02M53;Број извозника ;3;2021;70874;Нови Пазар;105;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
5978;IND02M54;Вредност извоза у РСД;3;2021;70874;Нови Пазар;340805030.57;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
5979;IND02M55;Вредност извоза у УСД;3;2021;70874;Нови Пазар;2898580.8398221;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
5980;IND02M56;Вредност извоза у ЕУР;3;2021;70874;Нови Пазар;3467075.77410341;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
5981;IND03M03;Број регистрованих незапослених ;5;2021;70874;Нови Пазар;23478;6/14/2021 9:02:19 AM;6/14/2021 9:02:19 AM;A;Национална служба за запошљавање (НСЗ)
5982;IND03M08;Просечна нето зарада за месец, према општини пребивалишта запослених;4;2021;70874;Нови Пазар;49082;6/16/2021 1:24:59 PM;6/25/2021 12:00:38 PM;A;Републички завод за статистику (РЗС)
5983;IND03M09;Просечна нето зарада за период јануар-текући месец, према општини пребивалишта запослених;4;2021;70874;Нови Пазар;48295;6/16/2021 1:24:58 PM;6/25/2021 12:00:48 PM;A;Републички завод за статистику (РЗС)
5984;IND00M01;Градоначелник/председник општине;6;2021;70882;Осечина;НИКОЛА ТОМИЋ;6/1/2021 9:41:50 AM;6/1/2021 9:41:50 AM;A;Републички завод за статистику (РЗС)
5985;IND01G01;Површина (у км²);0;2020;70882;Осечина;319;1/27/2021 10:15:39 AM;1/27/2021 10:22:18 AM;A;Републички геодетски завод (РГЗ)
5986;IND01G02;Број становника - процена (последњи расположив податак за годину);0;2019;70882;Осечина;10924;7/1/2020 1:01:17 PM;7/1/2020 1:01:17 PM;A;Републички завод за статистику (РЗС)
5987;IND01G03;Густина насељености (број становника / км2);0;2019;70882;Осечина;34;7/1/2020 1:01:17 PM;7/1/2020 1:01:17 PM;A;Републички завод за статистику (РЗС)
5988;IND01G04;Број насеља;0;2020;70882;Осечина;20;1/27/2021 10:15:39 AM;1/27/2021 10:22:18 AM;A;Републички завод за статистику (РЗС)
5989;IND01G05;Број живорођених;0;2019;70882;Осечина;82;7/13/2020 2:47:40 PM;7/13/2020 2:47:40 PM;A;Републички завод за статистику (РЗС)
5990;IND01G07;Степен развијености ЈЛС према Закону о регионалном развоју;0;2014;70882;Осечина;III група;2/10/2017 8:48:45 AM;2/10/2017 8:48:45 AM;A;Министарство привреде
5991;IND01G08;Степен развијености е-управе;0;2015;70882;Осечина;0.295848085563471;6/15/2017 1:26:49 PM;6/15/2017 1:26:49 PM;A;Канцеларија за информационе технологије и електронску управу (ИТЕ)
5992;IND01G10;Укупна дужина водоводне мреже;0;2017;70882;Осечина;95;4/4/2019 11:17:56 AM;4/4/2019 11:31:00 AM;A;Републички завод за статистику (РЗС)
5993;IND01G1001;Број становника према Попису 2011;0;2011;70882;Осечина;12536;2/10/2017 9:32:24 AM;2/10/2017 9:32:24 AM;A;Републички завод за статистику (РЗС)
5994;IND01G1002;Број домаћинстава према Попису 2011;0;2011;70882;Осечина;4212;2/10/2017 9:20:42 AM;4/12/2017 1:01:02 PM;A;Републички завод за статистику (РЗС)
5995;IND01G11;Укупна дужина канализационе мреже;0;2017;70882;Осечина;0;4/4/2019 12:04:39 PM;4/4/2019 12:04:39 PM;A;Републички завод за статистику (РЗС)
5996;IND02G01;Број великих предузећа ;0;2017;70882;Осечина;0;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5997;IND02G02;Број средњих предузећа ;0;2017;70882;Осечина;1;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5998;IND02G03;Број малих предузећа ;0;2017;70882;Осечина;9;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
5999;IND02G04;Број микро предузећа;0;2017;70882;Осечина;60;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6000;IND02G05;Број без ознаке за величину;0;2017;70882;Осечина;4;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6001;IND02M01;Број активних привредних друштава;5;2021;70882;Осечина;58;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6002;IND02M02;Број активних привредних друштава по NACE Rev.2  (сектор A);5;2021;70882;Осечина;2;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6003;IND02M03;Број активних привредних друштава по NACE Rev.2  (сектор B);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6004;IND02M04;Број активних привредних друштава по NACE Rev.2  (сектор C);5;2021;70882;Осечина;27;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6005;IND02M05;Број активних привредних друштава по NACE Rev.2  (сектор D);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6006;IND02M06;Број активних привредних друштава по NACE Rev.2  (сектор E);5;2021;70882;Осечина;2;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6007;IND02M07;Број активних привредних друштава по NACE Rev.2  (сектор F);5;2021;70882;Осечина;3;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6008;IND02M08;Број активних привредних друштава по NACE Rev.2  (сектор G);5;2021;70882;Осечина;15;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6009;IND02M09;Број активних привредних друштава по NACE Rev.2  (сектор H);5;2021;70882;Осечина;2;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6010;IND02M10;Број активних привредних друштава по NACE Rev.2  (сектор I);5;2021;70882;Осечина;1;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6011;IND02M11;Број активних привредних друштава по NACE Rev.2  (сектор J);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6012;IND02M12;Број активних привредних друштава по NACE Rev.2  (сектор K);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6013;IND02M13;Број активних привредних друштава по NACE Rev.2  (сектор L);5;2021;70882;Осечина;1;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6014;IND02M14;Број активних привредних друштава по NACE Rev.2  (сектор M);5;2021;70882;Осечина;3;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6015;IND02M15;Број активних привредних друштава по NACE Rev.2  (сектор N);5;2021;70882;Осечина;1;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6016;IND02M16;Број активних привредних друштава по NACE Rev.2  (сектор O);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6017;IND02M17;Број активних привредних друштава по NACE Rev.2  (сектор P);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6018;IND02M18;Број активних привредних друштава по NACE Rev.2  (сектор Q);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6019;IND02M19;Број активних привредних друштава по NACE Rev.2  (сектор R);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6020;IND02M20;Број активних привредних друштава по NACE Rev.2  (сектор S);5;2021;70882;Осечина;1;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6021;IND02M21;Број активних привредних друштава по NACE Rev.2  (сектор T);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6022;IND02M22;Број активних привредних друштава по NACE Rev.2  (сектор U);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6023;IND02M23;Број основаних привредних друштава ;5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6024;IND02M24;Број брисаних привредних друштава ;5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6025;IND02M25;Број активних привредних друштава у ликвидацији;5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6026;IND02M26;Број активних привредних друштава у стечају;5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6027;IND02M27;Број активних предузетника;5;2021;70882;Осечина;393;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6028;IND02M28;Број активних предузетника по NACE Rev.2  (сектор A);5;2021;70882;Осечина;5;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6029;IND02M29;Број активних предузетника по NACE Rev.2  (сектор B);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6030;IND02M30;Број активних предузетника по NACE Rev.2  (сектор C);5;2021;70882;Осечина;99;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6031;IND02M31;Број активних предузетника по NACE Rev.2  (сектор D);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6032;IND02M32;Број активних предузетника по NACE Rev.2  (сектор E);5;2021;70882;Осечина;2;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6033;IND02M33;Број активних предузетника по NACE Rev.2  (сектор F);5;2021;70882;Осечина;69;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6034;IND02M34;Број активних предузетника по NACE Rev.2  (сектор G);5;2021;70882;Осечина;76;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6035;IND02M35;Број активних предузетника по NACE Rev.2  (сектор H);5;2021;70882;Осечина;32;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6036;IND02M36;Број активних предузетника по NACE Rev.2  (сектор I);5;2021;70882;Осечина;37;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6037;IND02M37;Број активних предузетника по NACE Rev.2  (сектор J);5;2021;70882;Осечина;18;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6038;IND02M38;Број активних предузетника по NACE Rev.2  (сектор K);5;2021;70882;Осечина;3;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6039;IND02M39;Број активних предузетника по NACE Rev.2  (сектор L);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6040;IND02M40;Број активних предузетника по NACE Rev.2  (сектор M);5;2021;70882;Осечина;21;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6041;IND02M41;Број активних предузетника по NACE Rev.2  (сектор N);5;2021;70882;Осечина;6;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6042;IND02M42;Број активних предузетника по NACE Rev.2  (сектор O);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6043;IND02M43;Број активних предузетника по NACE Rev.2  (сектор P);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6044;IND02M44;Број активних предузетника по NACE Rev.2  (сектор Q);5;2021;70882;Осечина;2;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6045;IND02M45;Број активних предузетника по NACE Rev.2  (сектор R);5;2021;70882;Осечина;5;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6046;IND02M46;Број активних предузетника по NACE Rev.2  (сектор S);5;2021;70882;Осечина;18;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6047;IND02M47;Број активних предузетника по NACE Rev.2  (сектор T);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6048;IND02M48;Број активних предузетника по NACE Rev.2  (сектор U);5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6049;IND02M49;Број основаних предузетника;5;2021;70882;Осечина;7;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6050;IND02M50;Број брисаних предузетника;5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6051;IND02M51;Број активних предузетника у ликвидацији;5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6052;IND02M52;Број активних предузетника у стечају;5;2021;70882;Осечина;0;6/8/2021 3:37:43 PM;6/8/2021 3:37:43 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6053;IND02M53;Број извозника ;3;2021;70882;Осечина;16;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
6054;IND02M54;Вредност извоза у РСД;3;2021;70882;Осечина;279228447.94;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
6055;IND02M55;Вредност извоза у УСД;3;2021;70882;Осечина;2374849.0416963;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
6056;IND02M56;Вредност извоза у ЕУР;3;2021;70882;Осечина;2840389.60982404;4/29/2021 1:50:39 PM;4/29/2021 1:50:39 PM;P;Управа царине и Електро мрежа Србије (УЦ и ЕМС)
6057;IND03M03;Број регистрованих незапослених ;5;2021;70882;Осечина;867;6/14/2021 9:02:19 AM;6/14/2021 9:02:19 AM;A;Национална служба за запошљавање (НСЗ)
6058;IND03M08;Просечна нето зарада за месец, према општини пребивалишта запослених;4;2021;70882;Осечина;49841;6/16/2021 1:24:59 PM;6/25/2021 12:00:38 PM;A;Републички завод за статистику (РЗС)
6059;IND03M09;Просечна нето зарада за период јануар-текући месец, према општини пребивалишта запослених;4;2021;70882;Осечина;48783;6/16/2021 1:24:58 PM;6/25/2021 12:00:48 PM;A;Републички завод за статистику (РЗС)
6060;IND00M01;Градоначелник/председник општине;6;2021;70904;Параћин;ВЛАДИМИР МИЛИЋЕВИЋ;6/1/2021 9:41:50 AM;6/1/2021 9:41:50 AM;A;Републички завод за статистику (РЗС)
6061;IND01G01;Површина (у км²);0;2020;70904;Параћин;542;1/27/2021 10:15:39 AM;1/27/2021 10:22:18 AM;A;Републички геодетски завод (РГЗ)
6062;IND01G02;Број становника - процена (последњи расположив податак за годину);0;2019;70904;Параћин;50262;7/1/2020 1:01:17 PM;7/1/2020 1:01:17 PM;A;Републички завод за статистику (РЗС)
6063;IND01G03;Густина насељености (број становника / км2);0;2019;70904;Параћин;93;7/1/2020 1:01:17 PM;7/1/2020 1:01:17 PM;A;Републички завод за статистику (РЗС)
6064;IND01G04;Број насеља;0;2020;70904;Параћин;35;1/27/2021 10:15:39 AM;1/27/2021 10:22:18 AM;A;Републички завод за статистику (РЗС)
6065;IND01G05;Број живорођених;0;2019;70904;Параћин;328;7/13/2020 2:47:40 PM;7/13/2020 2:47:40 PM;A;Републички завод за статистику (РЗС)
6066;IND01G07;Степен развијености ЈЛС према Закону о регионалном развоју;0;2014;70904;Параћин;III група;2/10/2017 8:48:45 AM;2/10/2017 8:48:45 AM;A;Министарство привреде
6067;IND01G08;Степен развијености е-управе;0;2015;70904;Параћин;0.40673512512172;6/15/2017 1:26:49 PM;6/15/2017 1:26:49 PM;A;Канцеларија за информационе технологије и електронску управу (ИТЕ)
6068;IND01G10;Укупна дужина водоводне мреже;0;2017;70904;Параћин;330;4/4/2019 11:17:56 AM;4/4/2019 11:17:56 AM;A;Републички завод за статистику (РЗС)
6069;IND01G1001;Број становника према Попису 2011;0;2011;70904;Параћин;54242;2/10/2017 9:32:24 AM;2/10/2017 9:32:24 AM;A;Републички завод за статистику (РЗС)
6070;IND01G1002;Број домаћинстава према Попису 2011;0;2011;70904;Параћин;16679;2/10/2017 9:20:42 AM;4/12/2017 1:01:02 PM;A;Републички завод за статистику (РЗС)
6071;IND01G11;Укупна дужина канализационе мреже;0;2017;70904;Параћин;202;4/4/2019 12:04:39 PM;4/4/2019 2:34:50 PM;A;Републички завод за статистику (РЗС)
6072;IND02G01;Број великих предузећа ;0;2017;70904;Параћин;1;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6073;IND02G02;Број средњих предузећа ;0;2017;70904;Параћин;10;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6074;IND02G03;Број малих предузећа ;0;2017;70904;Параћин;51;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6075;IND02G04;Број микро предузећа;0;2017;70904;Параћин;641;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6076;IND02G05;Број без ознаке за величину;0;2017;70904;Параћин;131;8/21/2018 5:04:06 PM;8/21/2018 5:04:06 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6077;IND02M01;Број активних привредних друштава;5;2021;70904;Параћин;585;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6078;IND02M02;Број активних привредних друштава по NACE Rev.2  (сектор A);5;2021;70904;Параћин;5;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6079;IND02M03;Број активних привредних друштава по NACE Rev.2  (сектор B);5;2021;70904;Параћин;2;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6080;IND02M04;Број активних привредних друштава по NACE Rev.2  (сектор C);5;2021;70904;Параћин;140;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6081;IND02M05;Број активних привредних друштава по NACE Rev.2  (сектор D);5;2021;70904;Параћин;0;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6082;IND02M06;Број активних привредних друштава по NACE Rev.2  (сектор E);5;2021;70904;Параћин;9;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6083;IND02M07;Број активних привредних друштава по NACE Rev.2  (сектор F);5;2021;70904;Параћин;32;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6084;IND02M08;Број активних привредних друштава по NACE Rev.2  (сектор G);5;2021;70904;Параћин;231;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6085;IND02M09;Број активних привредних друштава по NACE Rev.2  (сектор H);5;2021;70904;Параћин;55;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6086;IND02M10;Број активних привредних друштава по NACE Rev.2  (сектор I);5;2021;70904;Параћин;27;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6087;IND02M11;Број активних привредних друштава по NACE Rev.2  (сектор J);5;2021;70904;Параћин;9;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6088;IND02M12;Број активних привредних друштава по NACE Rev.2  (сектор K);5;2021;70904;Параћин;4;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6089;IND02M13;Број активних привредних друштава по NACE Rev.2  (сектор L);5;2021;70904;Параћин;2;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6090;IND02M14;Број активних привредних друштава по NACE Rev.2  (сектор M);5;2021;70904;Параћин;39;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
6091;IND02M15;Број активних привредних друштава по NACE Rev.2  (сектор N);5;2021;70904;Параћин;20;6/8/2021 3:37:44 PM;6/8/2021 3:37:44 PM;A;Агенција за привредне регистре (АПР) и Републички завод за статистику (РЗС)
